,date,iso3,admin0_name,admin1_hasc,admin1_name,confirmed,death,recovered
1,2020-05-16,ARG,Argentina,AR.BA,Buenos Aires,729,47,120
2,2020-05-16,ARG,Argentina,AR.CT,Catamarca,0,0,0
3,2020-05-16,ARG,Argentina,AR.CC,Chaco,191,9,56
4,2020-05-16,ARG,Argentina,AR.CH,Chubut,1,0,0
5,2020-05-16,ARG,Argentina,AR.DF,Ciudad de Buenos Aires,648,32,301
6,2020-05-16,ARG,Argentina,AR.CB,Cordoba,228,6,38
7,2020-05-16,ARG,Argentina,AR.CN,Corrientes,31,0,5
8,2020-05-16,ARG,Argentina,AR.ER,Entre Rios,21,0,10
9,2020-05-16,ARG,Argentina,AR.FM,Formosa,0,0,0
10,2020-05-16,ARG,Argentina,AR.JY,Jujuy,5,0,3
11,2020-05-16,ARG,Argentina,AR.LP,La Pampa,5,0,0
12,2020-05-16,ARG,Argentina,AR.LR,La Rioja,31,2,2
13,2020-05-16,ARG,Argentina,AR.MZ,Mendoza,63,5,5
14,2020-05-16,ARG,Argentina,AR.MN,Misiones,3,0,0
15,2020-05-16,ARG,Argentina,AR.NQ,Neuquen,91,4,2
16,2020-05-16,ARG,Argentina,AR.RN,Rio Negro,106,2,7
17,2020-05-16,ARG,Argentina,AR.SA,Salta,4,0,0
18,2020-05-16,ARG,Argentina,AR.SJ,San Juan,2,0,0
19,2020-05-16,ARG,Argentina,AR.SL,San Luis,11,0,6
20,2020-05-16,ARG,Argentina,AR.SC,Santa Cruz,40,0,5
21,2020-05-16,ARG,Argentina,AR.SF,Santa Fe,209,2,27
22,2020-05-16,ARG,Argentina,AR.SE,Santiago del Estero,12,0,3
23,2020-05-16,ARG,Argentina,AR.TF,Tierra del Fuego,110,0,36
24,2020-05-16,ARG,Argentina,AR.TM,Tucuman,30,3,3
25,2020-05-16,AUS,Australia,AU.AC,Australian Capital Territory,107,3,104
26,2020-05-16,AUS,Australia,AU.NS,New South Wales,3075,45,2611
27,2020-05-16,AUS,Australia,AU.NT,Northern Territory,29,0,27
28,2020-05-16,AUS,Australia,AU.QL,Queensland,1055,6,1037
29,2020-05-16,AUS,Australia,AU.SA,South Australia,439,4,435
30,2020-05-16,AUS,Australia,AU.TS,Tasmania,228,13,192
31,2020-05-16,AUS,Australia,AU.VI,Victoria,1558,18,1417
32,2020-05-16,AUS,Australia,AU.WA,Western Australia,553,9,541
33,2020-05-16,AUT,Austria,AT.TR,Tirol,3528,107,3373
34,2020-05-16,AUT,Austria,AT.SZ,Salzburg,1216,37,1179
35,2020-05-16,AUT,Austria,AT.ST,Steiermark,1822,140,1531
36,2020-05-16,AUT,Austria,AT.NO,Niederösterreich,2780,98,2510
37,2020-05-16,AUT,Austria,AT.WI,Wien,2894,144,2188
38,2020-05-16,AUT,Austria,AT.KA,Kärnten,411,13,390
39,2020-05-16,AUT,Austria,AT.VO,Vorarlberg,885,19,856
40,2020-05-16,AUT,Austria,AT.OO,Oberösterreich,2275,60,2189
41,2020-05-16,AUT,Austria,AT.BU,Burgenland,335,11,308
45,2020-05-16,BRA,Brazil,BR.AC,Acre,1867,59,
46,2020-05-16,BRA,Brazil,BR.AP,Amapá,3834,108,
47,2020-05-16,BRA,Brazil,BR.AM,Amazonas,19677,1375,
48,2020-05-16,BRA,Brazil,BR.PB,Pará,13184,1199,
49,2020-05-16,BRA,Brazil,BR.RO,Rondônia,1919,69,
50,2020-05-16,BRA,Brazil,BR.RR,Roraima,1706,49,
51,2020-05-16,BRA,Brazil,BR.TO,Tocantins,1279,27,
52,2020-05-16,BRA,Brazil,BR.AL,Alagoas,3593,199,
53,2020-05-16,BRA,Brazil,BR.BA,Bahia,8314,286,
54,2020-05-16,BRA,Brazil,BR.CE,Ceará,23795,1614,
55,2020-05-16,BRA,Brazil,BR.MA,Maranhão,11592,524,
56,2020-05-16,BRA,Brazil,BR.PA,Paraíba,4063,183,
57,2020-05-16,BRA,Brazil,BR.PE,Pernambuco,18488,1461,
58,2020-05-16,BRA,Brazil,BR.PI,Piauí,2085,65,
59,2020-05-16,BRA,Brazil,BR.RN,Rio Grande do Norte,3004,136,
60,2020-05-16,BRA,Brazil,BR.SE,Sergipe,3135,53,
61,2020-05-16,BRA,Brazil,BR.ES,Espirito Santo,6595,271,
62,2020-05-16,BRA,Brazil,BR.MG,Minas Gerais,4474,150,
63,2020-05-16,BRA,Brazil,BR.RJ,Rio de Janeiro,21601,2614,
64,2020-05-16,BRA,Brazil,BR.SC,São Paulo,61183,4688,
65,2020-05-16,BRA,Brazil,BR.PR,Paraná,2242,123,
66,2020-05-16,BRA,Brazil,BR.RS,Rio Grande do Sul,3695,132,
67,2020-05-16,BRA,Brazil,BR.SP,Santa Catarina,4678,81,
68,2020-05-16,BRA,Brazil,BR.DF,Distrito Federal,4140,56,
69,2020-05-16,BRA,Brazil,BR.GO,Goiás,1640,69,
70,2020-05-16,BRA,Brazil,BR.MT,Mato Grosso,851,27,
71,2020-05-16,BRA,Brazil,BR.MS,Mato Grosso do Sul,508,15,
72,2020-05-16,CAN,Canada,CA.AB,Alberta,6587,126,
73,2020-05-16,CAN,Canada,CA.BC,British Columbia,2428,141,
75,2020-05-16,CAN,Canada,CA.MB,Manitoba,289,7,
76,2020-05-16,CAN,Canada,CA.NB,New Brunswick,120,0,
77,2020-05-16,CAN,Canada,CA.NF,Newfoundland and Labrador,260,3,
78,2020-05-16,CAN,Canada,CA.NS,Nova Scotia,1037,55,
79,2020-05-16,CAN,Canada,CA.ON,Ontario,23645,1976,
80,2020-05-16,CAN,Canada,CA.PE,Prince Edward Island,27,0,
81,2020-05-16,CAN,Canada,CA.QC,Quebec,42192,3484,
82,2020-05-16,CAN,Canada,CA.SK,Saskatchewan,591,7,
